team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Celtic FC,Celtic,2020/2021,Scotland,2,2,0,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,0,0,0,37,7,2,5,9,9,0,7,0,2,0,5,0,26,26,0,90,90,0,1,1,0,1,1,0,0,0,0,1,1,0,16,16,0,2,2,0,70,70,0,39,39,0,26,26,0,13,13,0,19,19,0,3,3,0,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,4.5,4.5,0,3.5,3.5,0,1,1,0,2,2,0,1.5,1.5,0,0.5,0.5,0,2,2,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,50,50,50,100,100,100,50,50,50,0,0,0,0,0,0,0,0,0,50,50,50,0,0,0,50,50,50,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,100,50,50,100,50,50,0,0,0,50,50,0,0,50,50,0,50,50,0,0,0,0,50,50,0,1,1,0,50,50,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,0,0,0,50,50,0,8.00,8.00,0.00,1,1,0.00,100,100,50,50,50,0,0,0,3.04,4.14,0.00,0.00,0.84,0.00,50,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,50,50,0,0
FK Sheriff Tiraspol,Sheriff,2020/2021,Moldova,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,5,5,42,3,2,1,5,2,3,2,1,0,2,2,-1,60,45,90,90,0,45,1,1,0,1,0,1,0,0,0,1,1,0,9,6,3,4,1,3,50,50,50,25,17,8,8,5,3,17,12,5,23,10,13,1,1,0,1,0,1,0,1,-1,1,1,0,0,0,0,1,0,1,1.5,3,0,2.5,2,3,1.5,2,1,1,0,2,1,1,1,0.5,1,0,0.5,0,1,2,2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,0,0,1,1,1,1,0,0,0,1,1,1,100,100,50,0,0,0,100,100,0,0,0,0,100,100,100,0,0,0,0,0,50,100,100,100,0,0,100,100,100,100,0,0,0,100,100,100,2,0,0,1,0,0,1,0,0,100,0,0,100,0,0,100,0,0,50,100,0,67,50,100,0,50,0,100,0,0,0,50,100,0,1,1,0,50,100,0,1,0,1,50,0,100,0,0,0,0,0,0,50,100,0,0,0,0,50,0,100,4.50,6.00,3.00,2,1,3.00,100,100,50,50,0,0,0,0,1.50,1.97,1.03,2.00,1.49,2.50,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,50,0,100,0
Red Star Belgrade,Red Star Belgrade,2020/2021,Serbia,3,1,2,0,2,1,1,1,0,1,0,0,0,2.33,3,2,0,7,7,28,7,1,6,8,5,3,5,2,0,1,5,1,39,18,90,273,0,180,2,1,1,1,0,1,0,0,0,2,1,1,28,6,22,6,1,5,61,70,57,56,23,33,19,10,9,37,13,24,64,11,53,3,2,1,1,0,1,2,2,0,1,1,0,2,0,2,0,0,0,1.67,3,1,2.67,5,1.5,2.33,5,1,0.33,0,0.5,1.33,2,1,1,2,0.5,0.33,0,0.5,3,2,1,1,1,0,1,1,1,1,1,0,2,1,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,1,0,1,2,2,2,2,100,67,33,33,33,0,100,100,100,100,100,0,100,50,0,0,0,0,0,33,67,67,67,100,0,0,0,0,0,100,0,50,100,100,100,100,2,2,0,1,1,0,1,1,0,67,67,0,100,100,0,50,50,0,67,100,50,108,67,100,50,33,0,50,0,0,0,67,100,50,2,1,1,67,100,50,1,0,1,33,0,50,1,0,1,33,0,50,33,100,0,67,0,100,0,0,0,9.33,6.00,11.00,2,1,2.50,67,67,67,67,67,67,67,33,2.41,2.97,2.13,1.31,0.93,1.49,100,0,0,0,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,33,0,50,0,0,0,33
Dundalk FC,Dundalk,2020/2021,Republic of Ireland,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,8,73,0,3,-3,3,0,3,0,0,0,3,0,-3,0,0,0,30,0,30,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,2,0,2,50,0,50,15,0,15,6,0,6,9,0,9,8,0,8,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,3,0,3,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,3.00,0.00,3.00,2,0,2.00,100,0,0,0,0,0,0,0,0.86,0.00,1.76,1.32,0.00,2.32,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,100,0,100,0
Qarabağ Ağdam FK,Qarabağ,2020/2021,Azerbaijan,3,3,0,0,2,2,0,1,1,0,0,0,0,2.33,2.33,0,0,9,9,29,6,1,5,7,7,0,6,0,1,0,5,0,45,45,0,273,273,0,2,2,0,1,1,0,1,1,0,2,2,0,16,16,0,4,4,0,54,54,0,46,46,0,22,22,0,24,24,0,45,45,0,3,3,0,0,0,0,3,3,0,2,2,0,1,1,0,0,0,0,2.33,2.33,0,2.33,2.33,0,2,2,0,0.33,0.33,0,1,1,0,1,1,0,0,0,0,2,2,2,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1,2,3,3,1,1,1,2,3,3,0,0,0,0,0,0,67,67,67,33,0,0,67,67,67,33,0,0,0,0,0,0,0,0,33,33,33,67,100,100,33,33,33,67,100,100,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,67,33,0,67,33,0,0,0,0,67,67,0,0,67,67,0,33,33,0,33,33,0,67,67,0,3,3,0,100,100,0,1,1,0,33,33,0,0,0,0,0,0,0,67,67,0,33,33,0,0,0,0,5.33,5.33,0.00,1.33,1.33,0.00,67,67,33,0,0,0,0,0,1.80,2.15,0.00,0.63,0.96,0.00,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,33,33,0,0,0,0,0
FC Viktoria Plzeň,Viktoria Plzeň,2020/2021,Czech Republic,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,10,72,1,3,-2,4,0,4,0,1,0,3,0,-2,90,0,90,30,0,30,0,0,0,1,0,1,0,0,0,1,0,1,6,0,6,2,0,2,44,0,44,8,0,8,5,0,5,3,0,3,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,0,4,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,6.00,0.00,6.00,2,0,2.00,100,100,100,100,100,100,100,0,0.38,0.00,1.28,0.86,0.00,1.86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,100,0
FK Astana,Astana,2020/2021,Kazakhstan,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,13,75,3,6,-3,9,0,9,0,3,0,6,0,-3,30,0,30,15,0,15,0,0,0,1,0,1,0,0,0,0,0,0,10,0,10,0,0,0,61,0,61,20,0,20,11,0,11,9,0,9,9,0,9,1,0,1,4,0,4,-3,0,-3,0,0,0,0,0,0,1,0,1,0,0,0,9,0,9,3,0,3,6,0,6,5,0,5,1,0,1,4,0,4,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,100,0,100,10.00,0.00,10.00,0,0,0.00,100,100,100,100,100,100,100,0,1.74,0.00,2.77,0.73,0.00,1.73,400,0,0,0,0,1,1,0,0,1,0,2,1,1,0,1,0,0,1,0,0,0,100,0,100,0
Tallinna FC Flora,Tallinna FC Flora,2020/2021,Estonia,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,17,17,53,1,1,0,2,2,0,1,0,1,0,0,0,90,90,0,90,90,0,0,0,0,1,1,0,0,0,0,1,1,0,5,5,0,3,3,0,47,47,0,6,6,0,2,2,0,4,4,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,5.00,5.00,0.00,3,3,0.00,100,100,0,0,0,0,0,0,0.25,1.15,0.00,1.11,2.11,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,100,0,0,0,0,0
FC Dinamo Tbilisi,Dinamo Tbilisi,2020/2021,Georgia,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,18,64,0,2,-2,2,2,0,0,0,2,0,-2,0,0,0,0,45,45,0,0,0,0,0,0,0,1,1,0,0,0,0,10,10,0,3,3,0,70,70,0,9,9,0,4,4,0,5,5,0,11,11,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,10.00,10.00,0.00,3,3,0.00,100,100,100,100,100,100,0,0,0.51,1.41,0.00,0.23,1.23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,100,100,0,0
PAOK Thessaloniki FC,PAOK,2020/2021,Greece,4,3,1,0,2,2,0,0,0,0,2,1,1,1.5,2,0,0,25,25,34,7,6,1,13,10,3,6,1,4,2,2,-1,51,45,90,60,68,45,0,0,0,4,3,1,0,0,0,3,2,1,20,13,7,15,12,3,40,39,43,53,43,10,26,22,4,27,21,6,69,52,17,4,3,1,2,1,1,2,2,0,1,1,0,3,2,1,0,0,0,1.5,1.67,1,3.25,3.33,3,1.75,2,1,1.5,1.33,2,1.5,1.33,2,1,1,1,0.5,0.33,1,4,4,4,1,0,0,3,3,3,1,0,0,1,1,1,0,0,0,0,0,0,3,4,4,0,0,0,2,3,3,0,0,0,1,1,1,100,100,100,25,0,0,100,100,100,33,0,0,100,100,100,0,0,0,0,0,0,75,100,100,0,0,0,67,100,100,0,0,0,100,100,100,2,2,1,1,1,1,1,1,0,50,50,25,33,33,33,100,100,0,50,67,0,13,0,0,0,100,100,100,0,0,0,75,67,100,2,2,0,50,67,0,2,2,0,50,67,0,2,1,1,50,33,100,25,33,0,75,67,100,0,0,0,5.00,4.33,7.00,3.75,4,3.00,100,100,100,75,75,50,25,0,1.76,1.90,1.36,1.70,1.84,1.26,125,1,0,2,1,0,0,1,2,0,0,0,0,2,0,0,1,2,1,0,0,0,50,33,100,0
