timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1283011200,Aug 28 2010 - 4:00pm,complete,N/A,Udinese,Genoa,Gianluca Rocchi,1,0.00,0.00,1.95,0.95,0,1,1,0,0,0,"","81",9,3,2,0,3,0,0,2,3,0,15,10,7,5,8,5,12,15,47,53,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Bluenergy Stadium (Udine)
1283021100,Aug 28 2010 - 6:45pm,complete,N/A,Roma,Cesena,Gabriele Gava,1,0.00,0.00,2.00,0.89,0,0,0,0,0,0,"","",10,8,3,0,3,0,0,3,0,3,25,14,6,4,19,10,11,17,64,36,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Olimpico (Roma)
1283097600,Aug 29 2010 - 4:00pm,complete,N/A,Bari 1908,Juventus,Luca Banti,1,0.00,0.00,0.63,1.47,1,0,1,1,1,0,"43","",7,4,1,0,2,0,0,1,1,1,21,19,6,3,15,16,14,12,58,42,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Comunale San Nicola (Bari)
1283107500,Aug 29 2010 - 6:45pm,complete,N/A,Fiorentina,Napoli,Andrea Gervasoni,1,0.00,0.00,1.74,1.58,1,1,2,1,0,1,"50","7",7,6,2,1,5,1,1,2,1,5,20,13,9,3,11,10,18,16,55,45,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Artemio Franchi (Firenze)
1283107500,Aug 29 2010 - 6:45pm,complete,N/A,Palermo,Cagliari,N/A,1,0.00,0.00,1.89,0.95,0,0,0,0,0,0,"","",8,1,0,0,3,0,0,0,1,2,14,15,5,4,9,11,12,20,47,53,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Renzo Barbera (Palermo)
1283107500,Aug 29 2010 - 6:45pm,complete,N/A,Sampdoria,Lazio,N/A,1,0.00,0.00,1.11,1.26,2,0,2,0,0,0,"60,71","",3,5,1,0,2,0,0,1,2,0,12,19,5,2,7,17,9,24,45,55,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Comunale Luigi Ferraris (Genova)
1283107500,Aug 29 2010 - 6:45pm,complete,N/A,Parma,Brescia,Antonio Damato,1,0.00,0.00,1.47,0.47,2,0,2,2,2,0,"11,45'2","",3,6,0,0,3,0,0,0,2,1,19,14,10,5,9,9,24,14,48,52,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Ennio Tardini (Parma)
1283107500,Aug 29 2010 - 6:45pm,complete,N/A,AC Milan,Lecce,Sebastiano Peruzzo,1,0.00,0.00,2.26,0.79,4,0,4,3,3,0,"16,23,28,90","",6,3,0,0,1,0,0,0,0,1,27,14,14,4,13,10,16,13,59,41,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Giuseppe Meazza (Milano)
1283107500,Aug 29 2010 - 6:45pm,complete,N/A,Chievo,Catania,Mauro Bergonzi,1,0.00,0.00,1.37,0.47,2,1,3,2,1,1,"15,83","21",4,4,1,0,2,0,0,1,0,2,12,12,8,5,4,7,18,18,47,53,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Marcantonio Bentegodi (Verona)
1283193900,Aug 30 2010 - 6:45pm,complete,N/A,Bologna,Inter Milan,Paolo Valeri,1,0.00,0.00,1.47,1.47,0,0,0,0,0,0,"","",2,7,3,0,2,0,1,2,1,1,10,23,4,8,6,15,20,16,30,70,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Renato Dall'Ara (Bologna)
